[    2750ms] [WARNING] Replay is disabled because neither `replaysSessionSampleRate` nor `replaysOnErrorSampleRate` are set. @ https://reporting-ozff25id3.vercel.zapier-deployment.com/_next/static/chunks/pages/_app-ab2e9d46658f2578.js:27
[  658550ms] [INFO]  [TestZapStep:Gate] Taking ACTIVE path {stepId: 364093557, toolCallId: toolu_bdrk_01R2p2dZcxpdgbohgQtPig5B} @ https://edge.fullstory.com/s/fs.js:3
[  658573ms] [WARNING]  Attempted to get step descriptor for step with non-existent app undefined @ https://edge.fullstory.com/s/fs.js:3
[  658574ms] [WARNING]  Attempted to get step descriptor for step with non-existent app undefined @ https://edge.fullstory.com/s/fs.js:3
[  658641ms] [INFO]  [TestZapStep:Gate] Component rendered {stepId: 364093557, toolCallId: toolu_bdrk_01R2p2dZcxpdgbohgQtPig5B, isAlreadyComplete: false, isInLatestAssistantMessage: true, latestMessageRole: assistant} @ https://edge.fullstory.com/s/fs.js:3
[  658642ms] [INFO]  [TestZapStep:Gate] Taking ACTIVE path {stepId: 364093557, toolCallId: toolu_bdrk_01R2p2dZcxpdgbohgQtPig5B} @ https://edge.fullstory.com/s/fs.js:3
[  679316ms] [INFO]  [TestZapStep:Gate] Component rendered {stepId: 364093557, toolCallId: toolu_bdrk_01R2p2dZcxpdgbohgQtPig5B, isAlreadyComplete: false, isInLatestAssistantMessage: true, latestMessageRole: assistant} @ https://edge.fullstory.com/s/fs.js:3
[  679316ms] [INFO]  [TestZapStep:Gate] Taking ACTIVE path {stepId: 364093557, toolCallId: toolu_bdrk_01R2p2dZcxpdgbohgQtPig5B} @ https://edge.fullstory.com/s/fs.js:3
[  767650ms] [INFO]  set field label {stepId: 364093557, fieldName: data, currentLabelValues: undefined, newLabelDesired: , newLabelToUse: } @ https://edge.fullstory.com/s/fs.js:3
[  767706ms] [INFO]  [TestZapStep:Gate] Component rendered {stepId: 364093557, toolCallId: toolu_bdrk_01R2p2dZcxpdgbohgQtPig5B, isAlreadyComplete: false, isInLatestAssistantMessage: true, latestMessageRole: assistant} @ https://edge.fullstory.com/s/fs.js:3
[  767707ms] [INFO]  [TestZapStep:Gate] Taking ACTIVE path {stepId: 364093557, toolCallId: toolu_bdrk_01R2p2dZcxpdgbohgQtPig5B} @ https://edge.fullstory.com/s/fs.js:3
[  785574ms] [INFO]  set field label {stepId: 364093557, fieldName: data, currentLabelValues: undefined, newLabelDesired: , newLabelToUse: } @ https://edge.fullstory.com/s/fs.js:3
[  785603ms] [INFO]  [TestZapStep:Gate] Component rendered {stepId: 364093557, toolCallId: toolu_bdrk_01R2p2dZcxpdgbohgQtPig5B, isAlreadyComplete: false, isInLatestAssistantMessage: true, latestMessageRole: assistant} @ https://edge.fullstory.com/s/fs.js:3
[  785604ms] [INFO]  [TestZapStep:Gate] Taking ACTIVE path {stepId: 364093557, toolCallId: toolu_bdrk_01R2p2dZcxpdgbohgQtPig5B} @ https://edge.fullstory.com/s/fs.js:3
[  798674ms] [INFO]  [TestZapStep:Gate] Component rendered {stepId: 364093557, toolCallId: toolu_bdrk_01R2p2dZcxpdgbohgQtPig5B, isAlreadyComplete: false, isInLatestAssistantMessage: true, latestMessageRole: assistant} @ https://edge.fullstory.com/s/fs.js:3
[  798674ms] [INFO]  [TestZapStep:Gate] Taking ACTIVE path {stepId: 364093557, toolCallId: toolu_bdrk_01R2p2dZcxpdgbohgQtPig5B} @ https://edge.fullstory.com/s/fs.js:3
[  798687ms] [INFO]  Skipping Zap save because nothing has changed @ https://edge.fullstory.com/s/fs.js:3
[  851024ms] [INFO]  set field label {stepId: 364093557, fieldName: data, currentLabelValues: undefined, newLabelDesired: , newLabelToUse: } @ https://edge.fullstory.com/s/fs.js:3
[  851049ms] [INFO]  [TestZapStep:Gate] Component rendered {stepId: 364093557, toolCallId: toolu_bdrk_01R2p2dZcxpdgbohgQtPig5B, isAlreadyComplete: false, isInLatestAssistantMessage: true, latestMessageRole: assistant} @ https://edge.fullstory.com/s/fs.js:3
[  851050ms] [INFO]  [TestZapStep:Gate] Taking ACTIVE path {stepId: 364093557, toolCallId: toolu_bdrk_01R2p2dZcxpdgbohgQtPig5B} @ https://edge.fullstory.com/s/fs.js:3
[  863393ms] [INFO]  [TestZapStep:Gate] Component rendered {stepId: 364093557, toolCallId: toolu_bdrk_01R2p2dZcxpdgbohgQtPig5B, isAlreadyComplete: false, isInLatestAssistantMessage: true, latestMessageRole: assistant} @ https://edge.fullstory.com/s/fs.js:3
[  863394ms] [INFO]  [TestZapStep:Gate] Taking ACTIVE path {stepId: 364093557, toolCallId: toolu_bdrk_01R2p2dZcxpdgbohgQtPig5B} @ https://edge.fullstory.com/s/fs.js:3
[  863555ms] [INFO]  [TestZapStep:Gate] Component rendered {stepId: 364093557, toolCallId: toolu_bdrk_01R2p2dZcxpdgbohgQtPig5B, isAlreadyComplete: false, isInLatestAssistantMessage: true, latestMessageRole: assistant} @ https://edge.fullstory.com/s/fs.js:3
[  863556ms] [INFO]  [TestZapStep:Gate] Taking ACTIVE path {stepId: 364093557, toolCallId: toolu_bdrk_01R2p2dZcxpdgbohgQtPig5B} @ https://edge.fullstory.com/s/fs.js:3
[  864415ms] [INFO]  [TestZapStep:Gate] Component rendered {stepId: 364093557, toolCallId: toolu_bdrk_01R2p2dZcxpdgbohgQtPig5B, isAlreadyComplete: false, isInLatestAssistantMessage: true, latestMessageRole: assistant} @ https://edge.fullstory.com/s/fs.js:3
[  864416ms] [INFO]  [TestZapStep:Gate] Taking ACTIVE path {stepId: 364093557, toolCallId: toolu_bdrk_01R2p2dZcxpdgbohgQtPig5B} @ https://edge.fullstory.com/s/fs.js:3
[  864528ms] [INFO]  Skipping Zap save because nothing has changed @ https://edge.fullstory.com/s/fs.js:3
[  864839ms] [INFO]  [TestZapStep:Gate] Component rendered {stepId: 364093557, toolCallId: toolu_bdrk_01R2p2dZcxpdgbohgQtPig5B, isAlreadyComplete: false, isInLatestAssistantMessage: true, latestMessageRole: assistant} @ https://edge.fullstory.com/s/fs.js:3
[  864840ms] [INFO]  [TestZapStep:Gate] Taking ACTIVE path {stepId: 364093557, toolCallId: toolu_bdrk_01R2p2dZcxpdgbohgQtPig5B} @ https://edge.fullstory.com/s/fs.js:3
[  895880ms] [ERROR] Failed to load resource: the server responded with a status of 422 () @ https://zapier.com/api/gulliver/steptesting/v2/zaps/364093556/steps/364093557/output/test/run?account_id=14718194&origin=main:0
[  895908ms] [INFO]  [TestZapStep:Gate] Component rendered {stepId: 364093557, toolCallId: toolu_bdrk_01R2p2dZcxpdgbohgQtPig5B, isAlreadyComplete: false, isInLatestAssistantMessage: true, latestMessageRole: assistant} @ https://edge.fullstory.com/s/fs.js:3
[  895909ms] [INFO]  [TestZapStep:Gate] Taking ACTIVE path {stepId: 364093557, toolCallId: toolu_bdrk_01R2p2dZcxpdgbohgQtPig5B} @ https://edge.fullstory.com/s/fs.js:3
